,municipio,codEstacao,uf,nomeEstacao,latitude,longitude,datahora,precipitacao,data,hora
1134,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 06:10:00,0.0,2025-01-06,06:10:00
1135,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 07:10:00,0.0,2025-01-06,07:10:00
1136,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 08:10:00,0.0,2025-01-06,08:10:00
1137,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 09:10:00,0.0,2025-01-06,09:10:00
1138,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 10:10:00,0.0,2025-01-06,10:10:00
1139,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 11:10:00,0.0,2025-01-06,11:10:00
1140,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 12:10:00,0.0,2025-01-06,12:10:00
1141,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 13:10:00,0.0,2025-01-06,13:10:00
1142,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 14:10:00,0.0,2025-01-06,14:10:00
1143,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 15:10:00,0.0,2025-01-06,15:10:00
1144,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 16:10:00,0.0,2025-01-06,16:10:00
1145,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 17:10:00,0.0,2025-01-06,17:10:00
1146,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 18:10:00,0.0,2025-01-06,18:10:00
1147,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 19:10:00,0.0,2025-01-06,19:10:00
1148,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 20:10:00,0.0,2025-01-06,20:10:00
1149,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 21:10:00,0.0,2025-01-06,21:10:00
1150,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 22:10:00,0.0,2025-01-06,22:10:00
1151,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-06 23:10:00,0.0,2025-01-06,23:10:00
1152,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 00:10:00,0.0,2025-01-07,00:10:00
1153,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 01:10:00,0.0,2025-01-07,01:10:00
1154,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 02:10:00,0.0,2025-01-07,02:10:00
1155,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 03:10:00,0.0,2025-01-07,03:10:00
1156,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 04:10:00,0.0,2025-01-07,04:10:00
1157,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 05:10:00,0.0,2025-01-07,05:10:00
1158,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 06:10:00,0.0,2025-01-07,06:10:00
1159,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 07:10:00,0.0,2025-01-07,07:10:00
1160,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 08:10:00,0.0,2025-01-07,08:10:00
1161,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 09:10:00,0.0,2025-01-07,09:10:00
1162,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 10:10:00,0.0,2025-01-07,10:10:00
1163,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 11:10:00,0.0,2025-01-07,11:10:00
1164,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 12:10:00,0.0,2025-01-07,12:10:00
1165,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 13:10:00,0.0,2025-01-07,13:10:00
1166,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 14:10:00,0.0,2025-01-07,14:10:00
1167,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 15:10:00,0.0,2025-01-07,15:10:00
1168,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 16:10:00,0.0,2025-01-07,16:10:00
1169,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 17:10:00,0.0,2025-01-07,17:10:00
1170,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 18:10:00,0.0,2025-01-07,18:10:00
1171,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 19:10:00,0.0,2025-01-07,19:10:00
1172,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 20:10:00,0.0,2025-01-07,20:10:00
1173,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 21:10:00,0.0,2025-01-07,21:10:00
1174,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 22:10:00,0.0,2025-01-07,22:10:00
1175,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-07 23:10:00,0.0,2025-01-07,23:10:00
1176,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 00:10:00,0.0,2025-01-08,00:10:00
1177,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 01:10:00,0.0,2025-01-08,01:10:00
1178,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 02:10:00,0.0,2025-01-08,02:10:00
1179,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 03:10:00,0.0,2025-01-08,03:10:00
1180,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 04:10:00,0.0,2025-01-08,04:10:00
1181,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 05:10:00,0.0,2025-01-08,05:10:00
1182,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 06:10:00,0.0,2025-01-08,06:10:00
1183,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 07:10:00,0.0,2025-01-08,07:10:00
1184,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 08:10:00,0.0,2025-01-08,08:10:00
1185,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 09:10:00,0.0,2025-01-08,09:10:00
1186,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 10:10:00,0.0,2025-01-08,10:10:00
1187,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 11:10:00,0.0,2025-01-08,11:10:00
1188,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 12:10:00,0.0,2025-01-08,12:10:00
1189,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 13:10:00,0.0,2025-01-08,13:10:00
1190,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 14:10:00,0.0,2025-01-08,14:10:00
1191,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 15:10:00,0.0,2025-01-08,15:10:00
1192,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 16:10:00,0.0,2025-01-08,16:10:00
1193,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 17:10:00,0.0,2025-01-08,17:10:00
1194,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 18:10:00,0.0,2025-01-08,18:10:00
1195,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 19:10:00,0.0,2025-01-08,19:10:00
1196,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 20:10:00,0.0,2025-01-08,20:10:00
1197,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 21:10:00,0.0,2025-01-08,21:10:00
1198,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 22:10:00,0.0,2025-01-08,22:10:00
1199,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-08 23:10:00,0.0,2025-01-08,23:10:00
1200,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 00:10:00,0.0,2025-01-09,00:10:00
1201,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 01:10:00,0.0,2025-01-09,01:10:00
1202,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 02:10:00,0.0,2025-01-09,02:10:00
1203,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 03:10:00,0.0,2025-01-09,03:10:00
1204,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 04:10:00,0.0,2025-01-09,04:10:00
1205,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 05:10:00,0.0,2025-01-09,05:10:00
1206,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 06:10:00,0.0,2025-01-09,06:10:00
1207,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 06:30:00,0.2,2025-01-09,06:30:00
1208,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 07:10:00,0.0,2025-01-09,07:10:00
1209,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 08:10:00,0.0,2025-01-09,08:10:00
1210,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 08:20:00,0.2,2025-01-09,08:20:00
1211,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 09:00:00,0.2,2025-01-09,09:00:00
1212,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 09:10:00,0.0,2025-01-09,09:10:00
1213,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 10:10:00,0.0,2025-01-09,10:10:00
1214,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 10:30:00,0.2,2025-01-09,10:30:00
1215,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 10:40:00,0.2,2025-01-09,10:40:00
1216,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 11:10:00,0.2,2025-01-09,11:10:00
1217,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 12:10:00,0.0,2025-01-09,12:10:00
1218,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 13:10:00,0.0,2025-01-09,13:10:00
1219,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 14:10:00,0.0,2025-01-09,14:10:00
1220,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 15:10:00,0.0,2025-01-09,15:10:00
1221,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 16:10:00,0.0,2025-01-09,16:10:00
1222,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 17:10:00,0.0,2025-01-09,17:10:00
1223,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 18:10:00,0.0,2025-01-09,18:10:00
1224,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 19:10:00,0.0,2025-01-09,19:10:00
1225,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 20:10:00,0.0,2025-01-09,20:10:00
1226,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 21:10:00,0.0,2025-01-09,21:10:00
1227,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 22:10:00,0.0,2025-01-09,22:10:00
1228,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-09 23:10:00,0.0,2025-01-09,23:10:00
1229,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 00:10:00,0.0,2025-01-10,00:10:00
1230,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 01:10:00,0.0,2025-01-10,01:10:00
1231,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 02:10:00,0.0,2025-01-10,02:10:00
1232,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 03:10:00,0.0,2025-01-10,03:10:00
1233,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 04:10:00,0.0,2025-01-10,04:10:00
1234,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 05:10:00,0.0,2025-01-10,05:10:00
1235,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 06:10:00,0.0,2025-01-10,06:10:00
1236,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 07:10:00,0.0,2025-01-10,07:10:00
1237,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 08:10:00,0.0,2025-01-10,08:10:00
1238,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 09:10:00,0.0,2025-01-10,09:10:00
1239,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 10:10:00,0.0,2025-01-10,10:10:00
1240,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 11:10:00,0.0,2025-01-10,11:10:00
1241,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 12:10:00,0.0,2025-01-10,12:10:00
1242,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 13:10:00,0.0,2025-01-10,13:10:00
1243,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 14:10:00,0.0,2025-01-10,14:10:00
1244,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 15:10:00,0.0,2025-01-10,15:10:00
1245,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 16:10:00,0.0,2025-01-10,16:10:00
1246,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 17:10:00,0.0,2025-01-10,17:10:00
1247,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 18:10:00,0.0,2025-01-10,18:10:00
1248,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 19:10:00,0.0,2025-01-10,19:10:00
1249,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 20:10:00,0.0,2025-01-10,20:10:00
1250,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 21:10:00,0.0,2025-01-10,21:10:00
1251,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 22:10:00,0.0,2025-01-10,22:10:00
1252,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-10 23:10:00,0.0,2025-01-10,23:10:00
1253,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 00:10:00,0.0,2025-01-11,00:10:00
1254,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 01:10:00,0.0,2025-01-11,01:10:00
1255,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 02:10:00,0.0,2025-01-11,02:10:00
1256,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 03:10:00,0.0,2025-01-11,03:10:00
1257,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 03:50:00,0.39,2025-01-11,03:50:00
1258,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 04:00:00,0.2,2025-01-11,04:00:00
1259,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 04:10:00,0.2,2025-01-11,04:10:00
1260,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 04:20:00,0.2,2025-01-11,04:20:00
1261,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 05:10:00,0.0,2025-01-11,05:10:00
1262,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 06:10:00,0.0,2025-01-11,06:10:00
1263,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 06:20:00,0.2,2025-01-11,06:20:00
1264,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 07:00:00,0.2,2025-01-11,07:00:00
1265,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 07:10:00,0.0,2025-01-11,07:10:00
1266,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 08:10:00,0.0,2025-01-11,08:10:00
1267,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 09:10:00,0.0,2025-01-11,09:10:00
1268,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 10:10:00,0.0,2025-01-11,10:10:00
1269,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 11:10:00,0.0,2025-01-11,11:10:00
1270,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 12:10:00,0.0,2025-01-11,12:10:00
1271,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 12:20:00,0.39,2025-01-11,12:20:00
1272,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 12:30:00,0.39,2025-01-11,12:30:00
1273,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 12:40:00,0.2,2025-01-11,12:40:00
1274,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 12:50:00,0.2,2025-01-11,12:50:00
1275,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 13:10:00,0.2,2025-01-11,13:10:00
1276,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 14:10:00,0.0,2025-01-11,14:10:00
1277,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 15:10:00,0.0,2025-01-11,15:10:00
1278,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 16:10:00,0.0,2025-01-11,16:10:00
1279,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 17:10:00,0.0,2025-01-11,17:10:00
1280,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 18:10:00,0.0,2025-01-11,18:10:00
1281,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 19:10:00,0.2,2025-01-11,19:10:00
1282,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 19:20:00,0.2,2025-01-11,19:20:00
1283,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 20:10:00,0.0,2025-01-11,20:10:00
1284,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 20:50:00,0.2,2025-01-11,20:50:00
1285,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 21:00:00,0.2,2025-01-11,21:00:00
1286,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 21:10:00,0.0,2025-01-11,21:10:00
1287,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 22:10:00,0.0,2025-01-11,22:10:00
1288,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 23:10:00,0.2,2025-01-11,23:10:00
1289,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 23:20:00,0.2,2025-01-11,23:20:00
1290,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-11 23:30:00,0.2,2025-01-11,23:30:00
1291,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 00:10:00,0.0,2025-01-12,00:10:00
1292,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 01:10:00,0.0,2025-01-12,01:10:00
1293,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 01:30:00,0.2,2025-01-12,01:30:00
1294,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 02:10:00,0.0,2025-01-12,02:10:00
1295,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 03:10:00,0.0,2025-01-12,03:10:00
1296,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 04:10:00,0.0,2025-01-12,04:10:00
1297,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 05:10:00,0.0,2025-01-12,05:10:00
1298,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 06:10:00,0.0,2025-01-12,06:10:00
1299,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 07:10:00,0.0,2025-01-12,07:10:00
1300,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 08:10:00,0.0,2025-01-12,08:10:00
1301,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 09:10:00,0.0,2025-01-12,09:10:00
1302,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 10:10:00,0.0,2025-01-12,10:10:00
1303,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 11:10:00,0.0,2025-01-12,11:10:00
1304,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 12:10:00,0.0,2025-01-12,12:10:00
1305,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 13:10:00,0.0,2025-01-12,13:10:00
1306,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 14:10:00,0.0,2025-01-12,14:10:00
1307,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 15:10:00,0.0,2025-01-12,15:10:00
1308,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 16:10:00,0.0,2025-01-12,16:10:00
1309,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 17:10:00,0.0,2025-01-12,17:10:00
1310,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 18:10:00,0.0,2025-01-12,18:10:00
1311,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 19:10:00,0.0,2025-01-12,19:10:00
1312,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 20:10:00,0.0,2025-01-12,20:10:00
1313,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 21:10:00,0.0,2025-01-12,21:10:00
1314,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 22:10:00,0.0,2025-01-12,22:10:00
1315,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-12 23:10:00,0.0,2025-01-12,23:10:00
1316,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-13 00:10:00,0.0,2025-01-13,00:10:00
1317,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-13 01:10:00,0.0,2025-01-13,01:10:00
1318,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-13 02:10:00,0.0,2025-01-13,02:10:00
1319,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-13 03:10:00,0.0,2025-01-13,03:10:00
1320,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-13 04:10:00,0.0,2025-01-13,04:10:00
1321,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-13 05:10:00,0.0,2025-01-13,05:10:00
1322,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-13 06:10:00,0.0,2025-01-13,06:10:00
1323,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-13 07:10:00,0.0,2025-01-13,07:10:00
1324,FLORIANOPOLIS,420540703A,SC,Areias_Campeche,"-27,706","-48,5",2025-01-13 08:10:00,0.0,2025-01-13,08:10:00
